username;Sentiment;content
DeborahWlz;Positif;penyesuaian harga bbm merupakan upaya pemerintah untuk mengoptimalkan manfaat apbn bagi masyarakat   bansosharus tepatsasaran 
Syabaniye;Positif;kebijakan penyesuaian harga bbm bersubsidi harus bisa di pahami dengan baik  bansosharus tepatsasaran 
Anggunyani22;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
TataniaBorneo;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab sauudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
ningrumphie;Positif;dalam diskusi bertajuk  subsidi untuk siapa  menelaah efektivitas penggunaan uang rakyat   faisal menjabarkan hampir semua negara  termasuk produsen besar sprt arab saudi  sudah menaikkan harga bbm    bansosharus tepatsasaran  
BariyahBu;Positif;arab saudi lebih dulu naikan harga bbm dari pada indonesia   bansosharus tepatsasaran 
murcev;Positif;konsumsi masyarakat tentu akan terimbas dengan adanya berbagai peningkatan harga pangan dan kebutuhan pokok lainnya akibat kenaikan harga bbm  bansos sangat dibutuhkan bagi masyarakat kelas menengah ke bawah   bansosharus tepatsasaran 
Nadiramay2;Positif;penyesuaian harga minyak merupakan fenomena global  hampir semua negara  termasuk produsen besar seperti arab saudi  sudah menaikkan harga bbm   bansosharus tepatsasaran  
DaniellaMelted;Positif; kenaikan harga bbm bersifat global  bahkan produsen minyak pun tidak bisa mengatur   bansosharus tepatsasaran 
Kamuflase222;Positif;pemerintah juga memperhatikan masyarakat kelas menengah yang berpotensi menjadi orang miskin baru akibat kenaikan harga bbm    bansosharus tepatsasaran 
ErlinHanawati;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
badangmanga;Negatif;mengingat kenaikan harga bbm berdampak langsung pada kenaikan biaya transportasi   bansosharus tepatsasaran 
salisaessoh9;Positif;kata opa faisal basri arab saudi yang produsen minyak terbesar aja lebih dulu menaikan harga bbm nya   masa kita gak boleh     bansosharus tepatsasaran 
avlusi;Positif;meski pahit  kebijakan penyesuaian harga bbm subsidi harus dipahami dengan baik   bansosharus tepatsasaran 
Pancasila_Oke;Positif;saya sepakat dengan bu puan kalau subsidi tambahan dari pengalihan subsidi bbm perlu dipercepat penyalurannya  mengingat akan ada nampak dari perubahan harga bbm ini    bansosharus tepatsasaran 
abidin507;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab sauudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
vitaapel;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
ikabolo1;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
ari_ffin2;Positif;tau gak kalian kalau penyesuaian harga bbm ini adalah merupakan fenomena global    pengalihan subsidi bbm sudah tepat     bansosharus tepatsasaran 
PrayogaSekar;Positif;dalam diskusi bertajuk  subsidi untuk siapa  menelaah efektivitas penggunaan uang rakyat   faisal menjabarkan hampir semua negara  termasuk produsen besar sprt arab saudi  sudah menaikkan harga bbm    bansosharus tepatsasaran  
aulia_sashi;Positif; bansosharus tepatsasaran  pemberian stimulus kepada kelompok rentan secara ekonomi bisa mengurangi risiko penurunan daya beli masyarakat akibat penyesuaian harga bbm  amp  pengalihan subsidi bbm  four leaf clover  
Zenitirma;Negatif;harga kenaikan bbm berdampak pada yg lain  bansosharus tepatsasaran 
YuukiAzuna2;Positif;  kenaikan harga bbm faktor global  negara produsen juga sudah menaikkan harga bbm   bansosharus tepatsasaran 
Hewahunja_4;Positif;subsidi bbm yang mencapai rp     triliun membuat pemerintah kelimpungan untuk bisa mengatasi terjadinya defisit anggaran di tengah gejolak meningkatnya harga harga komoditas pangan dan energi    bansosharus tepatsasaran 
KencanaPodang;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab saudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
JasrinRusin;Positif;tuh arab saudi yang notabene adalah sebuah negara produsen minyak terbesar juga lebih dulu menaikan harga bbm   kenapa kita gak ya gak     bansosharus tepatsasaran 
MeyLani60;Positif; bansosharus tepatsasaran ternyata arab saudi lebih dulu naikan harga bbm dari pada indonesia  
unmastsubget22;Positif;walau pahit  keputusan mengalihkan subsidi bbm harus dilakukan pemerintah guna menyesuaikan dg harga minyak global  bansosharus tepatsasaran    
m_rizuan95;Positif;kebijakan presiden jokowi soal pengalihan subsidi bbm ke bansos tambahan dan penyesuaian harga bbm mendapat respon positif dari komisi vii dpr ri   bansosharus tepatsasaran 
dribblre;Positif; folded hands  folded hands  mengingat kenaikan harga bbm berdampak langsung pada kenaikan biaya transportasi   bansosharus tepatsasaran 
n_hidayh95;Positif;komisi vii dpr ri sejalan dengan pemerintah soal penyesuaian harga bbm dan pengalihan subsidi bbm ke bansos tambahan agar lebih tepat sasaran   bansosharus tepatsasaran 
NatasyaRunie;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab saudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
CinokSofia;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
Elsie77898555;Positif;penyesuaian harga bbm merupakan fenomena global yang tidak bisa kita hindari juga    maka untuk subsidi bbm nya sudah tepat dialihkan ke sektor lain yang lebih produktif     bansosharus tepatsasaran 
Katulis_052;Negatif;kenaikan harga bbm bersubsidi terpaksa dilakukan dengan berat hati  bansosharus tepatsasaran 
yanibolo1;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
phithiwatpoy;Positif;hampir semua negara  termasuk produsen besar seperti arab saudi  sudah menaikkan harga bbm   bansosharus tepatsasaran 
Kunti_belum;Positif;penyesuaian harga bbm menurut faisal basri adakah sebuah fenomena global  dimana produsen besar seperti arab saudi juga sudah menaikkan harga bbm nya   gak salah kalau indonesia juga menyesuaikan harga bbm     bansosharus tepatsasaran 
Roby_n92;Positif;negara produsen minyak terbesar seperti arab saudi sudah lebih dulu menaikan harga bbm    bansosharus tepatsasaran 
Mikki_69iki;Positif;tuh produsen minyak terbesar seperti arab saudi saja lebih dahulu menaikan harga bbm   kenapa indonesia gak l boleh    bansosharus tepatsasaran 
SalsabilaZoa;Positif;walau pahit  keputusan mengalihkan subsidi bbm harus dilakukan pemerintah guna menyesuaikan dg harga minyak global  bansosharus tepatsasaran    
Emakya3;Positif;kebijakan penyesuaian harga bbm bersubsidi harus bisa dipahami dengan baik   bansosharus tepatsasaran 
Cintalauu;Negatif;tak heran harga transportasi menjadi naik karna bbm  bansosharus tepatsasaran 
SehranKarim;Positif;ternyata  arab saudi sudah terlebih dahulu menaikan harga bbm  bansosharus tepatsasaran 
Suk1ni;Positif;bantalan sosial sebesar rp   triliun diberikan sebagai dampak kenaikan harga bbm yang terbagi untuk bantuan langsung tunai  blt  bbm rp     triliun  bansosharus tepatsasaran 
lhapor;Positif;sebelum indonesia  arab saudi terlebih dulu menaikan harga bbm   bansosharus tepatsasaran 
laylamanga;Positif; folded hands  folded hands  arab saudi sudah terlebih dahulu menaikkan harga bbm   bansosharus tepatsasaran 
mybrownbox2;Negatif;ya di arab mau harga bbm mahal masyarakatnya kaya semua brou klo di indonesia mah apa kabar yg di pelosok dan pedalaman    bansosharus tepatsasaran 
SampulC1;Positif; bansosharus tepatsasaran ternyata arab saudi lebih dulu naikan harga bbm dari pada indonesia  
vandayangme;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab sauudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
MelisaOctarina;Negatif;ya kan emang harga minyak dunia lagi dinamis ya arab mau mahal bbm juga ga masalah orang isinya orang kaya semua klo indonesia kan beda lagi    bansosharus tepatsasaran 
Gcjonn;Negatif;pengalihan subsidi harus tepat sasaran  mengingat kenaikan harga bbm berdampak langsung pada kenaikan biaya transportasi dan berpotensi menaikkan harga komoditas barang lain  bansosharus tepatsasaran 
KoheniaC;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab sauudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
Faith43133929;Negatif;pengalihan subsidi bbm harus tepat sasaran mengingat kenaikan harga bbm yang bersampak langsung pada kenaikan transportasi    bansosharus tepatsasaran 
jcimo__;Positif;ketua dpr ri puan maharani meminta pemerintah untuk segera mencairkan bantuan sosial  bansos  sebagai kompensasi dari kenaikan harga bbm         bansosharus tepatsasaran 
adhipma202;Positif;bantuan untuk kelompok rentan diyakini bisa mengurangi dampak penyesuaian harga bahan bakar minyak   bbm   bansosharus tepatsasaran 
I1d4a;Positif; meski pahit  kebijakan penyesuaian harga bbm bersubsidi harus bisa dipahami dengan baik   kata ekonom faisal basri   bansosharus tepatsasaran 
NoviLesham;Positif;walau pahit  keputusan mengalihkan subsidi bbm harus dilakukan pemerintah guna menyesuaikan dg harga minyak global  bansosharus tepatsasaran    
Pecelele57;Positif;banyak negara yang sudah menaikkan harga bbm dalam negeri nya  bansosharus tepatsasaran 
es9_es;Positif;bansosharus tepatsasaran  nyatanya arab saudi lebih dulu naikan harga bbm dari pada indonesia 
rosln_ruzi;Positif;karena tidak tepat sasaran itu lah  presiden jokowi mengambil kebijakan akan melakukan pengalihan subsidi bbm ke bansos tambahan dan penyesuaian harga bbm   bansosharus tepatsasaran 
LoverPret;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab saudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
savaphie;Positif;dalam diskusi bertajuk  subsidi untuk siapa  menelaah efektivitas penggunaan uang rakyat   faisal menjabarkan hampir semua negara  termasuk produsen besar sprt arab saudi  sudah menaikkan harga bbm    bansosharus tepatsasaran  
lamonte33;Positif;negara besar di timur tengah seperti arab saudi juga menaikkan harga bbm   bansosharus tepatsasaran 
vitaalpukat;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
Caterine521;Positif;penyesuaian harga bbm merupakan upaya pemerintah untuk mengoptimalkan manfaat apbn bagi masyarakat   bansosharus tepatsasaran 
m_zukifli1;Positif;arab saudi saja sudah naikan harga bbm loh  menurut faisal basri penyesuaian harga bbm adalah fenomena global     bansosharus tepatsasaran 
sahrulputraps;Positif;bansosharus tepatsasaran menjadi penggerak ekonomi bawah disaat terjadi kenaikan harga bbm   
pks_medansatria;Negatif;harga bbm naik lagi barang barang melambung tinggi tinggal rakyat yang gigit jari     
RizqyPramudyaa;Positif;saudi juga terdampak menaikkan harga bbm nya   bansosharus tepatsasaran 
gurudokdo;Positif;kenaikan harga bbm bersubsidi hampir dilakukan negara dibelahan bumi ini  bansosharus tepatsasaran 
limashoting;Positif;bansosharus tepatsasaran menjadi tambahan perekonomian masyarakat miskin yang terdampak kenaikan harga bbm   
7Dheyla;Positif; bansosharus tepatsasaran  bakan negara lain lebih dlu menaikan harga bbm 
Bank_Aconk;Positif;subsidi perlu cepat diberikan agar tidak terjadi perlambatan konsumsi masyarakat  pengalihan subsidi harus tepat sasaran mengingat kenaikan harga bbm berdampak langsung pada kenaikan biaya transportasi dan berpotensi naiknya harga    bansosharus tepatsasaran 
Ranisor;Positif;pengalihan subsidi harus tepat sasaran   mengingat kenaikan harga bbm berdampak langsung pada kenaikan  biaya transportasi dan  berpotensi menaikkan harga komoditas barang  lain  bansos  untuk rakyat kecil harus segera  dicairkan   bansosharus tepatsasaran 
bushedham5845;Positif;walau pahit  keputusan mengalihkan subsidi bbm harus dilakukan pemerintah guna menyesuaikan dg harga minyak global  bansosharus tepatsasaran    
BukuGambar13;Positif; bansosharus tepatsasaran ternyata arab saudi lebih dulu naikan harga bbm dari pada indonesia  
vitajeruk;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
sendalbakul1;Positif; bansosharus tepatsasaran ternyata arab saudi lebih dulu naikan harga bbm dari pada indonesia  
Glamor052;Positif;kebijakan pemerintah melakukan penyesuaian harga bbm haruslah  kita dukung  bansosharus tepatsasaran 
zhaskmanga;Negatif; folded hands  folded hands  mengingat kenaikan harga bbm berdampak langsung pada kenaikan biaya transportasi   bansosharus tepatsasaran 
CastellanoJa;Negatif;  tidak ada yg bisa intervensi harga bbm global  termasuk negara produsen minyak   bansosharus tepatsasaran 
sub_amani;Positif;arab saudi aja sudah lebih dulu naikan harga bbm ujar faisal basri    bansosharus tepatsasaran 
KaileePutri;Positif;walau pahit  keputusan mengalihkan subsidi bbm harus dilakukan pemerintah guna menyesuaikan dg harga minyak global  bansosharus tepatsasaran    
deminyai7;Positif; meski pahit  kebijakan penyesuaian harga bbm bersubsidi harus bisa dipahami dengan baik   ujar faisal basri   bansosharus tepatsasaran 
Atlasmangan;Positif;meski pahit  kebijakan penyesuaian harga bbm bersubsidi harus bisa dipahami dengan baik   bansosharus tepatsasaran 
Lou63390086;Positif;bansosharus tepatsasaran  jangan bilang hanya di indonesia di arab saudi sudah lebih dulu menaikan harga bbm 
MaeIndah1;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
vitapir1;Positif;ekonom senior faisal basri menilai kebijakan pemerintah menaikkan harga bbm bersubsidi harus bisa dipahami dengan baik  menurutnya  penyesuaian harga minyak merupakan fenomena global    bansosharus tepatsasaran  
AryaZiro;Positif;pendapat dari ekonom senior tuch soal kenaikan harga bbm naik itu tidak hanya di indonesia saja lhoo gaess namun arab saudi tuch sudah lebih dulu menaikkan harga bbm nya   bansosharus tepatsasaran 
HenryKosh;Positif; bansosharus tepatsasaran  penyesuaian harga bbm merupakan fenomena global  
xkebut;Positif;penyesuaian harga minyak merupakan fenomena global dan hampir semua negara  termasuk produsen besar seperti arab saudi  sudah menaikkan harga bbm   bansosharus tepatsasaran 
plaguii;Positif;kenaikan harga bbm adalah fenomena global karena hampir semua negara  termasuk produsen besar minyak seperti arab saudi telah melakukannya   bansosharus tepatsasaran 
Fridom52;Positif;dengan adanga dampak dari kenaikan harga bbm maka bansos segera diberikan  bansosharus tepatsasaran 
